0,114
1,23
2,14
3,22
4,10
5,13
6,10
7,9
8,6
9,2
10,7
11,2
12,13
13,5
14,3
15,2
16,1
17,6
18,4
19,3
20,4
21,5
22,3
23,5
24,7
25,2
26,1
27,6
28,4
29,3
30,5
31,4
32,3
33,1
34,4
35,6
36,6
37,4
38,2
39,5
40,6
41,5
42,2
43,2
44,1
45,11
46,7
47,7
48,7
49,9
50,3
51,6
52,5
53,4
54,5
55,4
56,3
57,9
58,8
59,4
60,2
61,7
62,6
63,5
64,3
65,4
66,8
67,7
68,9
69,11
70,3
71,6
72,5
73,9
74,8
75,4
76,4
77,10
78,8
79,7
80,5
81,7
82,7
83,7
84,11
85,3
86,11
87,7
88,7
89,7
90,5
91,19
92,10
93,9
94,6
95,8
96,9
97,14
98,6
99,5
100,11
101,8
102,15
103,8
104,10
105,14
106,9
107,13
108,10
109,9
110,12
111,11
112,10
113,10
114,14
115,10
116,10
117,14
118,10
119,12
120,10
121,15
122,15
123,18
124,11
125,9
126,20
127,14
128,11
129,15
130,16
131,13
132,17
133,18
134,11
135,16
136,19
137,15
138,20
139,15
140,14
141,13
142,16
143,17
144,10
145,15
146,18
147,17
148,29
149,12
150,25
151,15
152,22
153,20
154,13
155,30
156,22
157,25
158,23
159,24
160,26
161,24
162,18
163,31
164,24
165,27
166,24
167,31
168,24
169,37
170,17
171,39
172,38
173,35
174,33
175,33
176,23
177,24
178,43
179,29
180,36
181,31
182,34
183,40
184,43
185,53
186,41
187,48
188,47
189,60
190,50
191,63
192,69
193,58
194,55
195,59
196,65
197,72
198,78
199,64
200,65
201,70
202,85
203,69
204,79
205,90
206,97
207,94
208,82
209,94
210,103
211,116
212,118
213,113
214,144
215,126
216,136
217,138
218,155
219,133
220,114
221,136
222,177
223,163
224,153
225,166
226,187
227,158
228,187
229,210
230,230
231,218
232,202
233,211
234,235
235,203
236,215
237,188
238,187
239,184
240,168
241,170
242,114
243,129
244,95
245,73
246,58
247,31
248,28
249,12
250,1
